Open,Close,High,Low,Volume,Date
68.93,68.91,69.72,68.53,,09/17/18
68.79,68.99,69.91,67.94,,09/14/18
70.24,68.59,70.28,68.35,,09/13/18
69.89,70.37,71.26,69.5,,09/12/18
67.53,69.25,70.01,67.48,,09/11/18
67.82,67.54,68.52,67.35,,09/10/18
67.88,67.75,68.08,66.86,,09/07/18
68.64,67.77,69.02,67,,09/06/18
69.43,68.72,69.59,68.56,,09/05/18
69.89,69.87,71.4,69.08,,09/04/18
70.06,69.8,70.36,69.64,,08/31/18
69.71,70.25,70.5,69.55,,08/30/18
68.54,69.51,69.76,68.37,,08/29/18
68.93,68.53,69.2,68.21,,08/28/18
68.57,68.87,68.97,68.34,,08/27/18
67.9,68.72,69.31,67.78,,08/24/18
68.07,67.83,68.12,67.32,,08/23/18
0,67.86,68.15,0,,08/22/18
66.62,67.35,68.1,66.52,,08/21/18
65.91,66.43,66.68,65.59,,08/20/18
65.47,65.91,66.39,65.3,,08/17/18
64.95,65.46,65.52,64.43,,08/16/18
66.62,65.01,66.9,64.51,,08/15/18
67.42,67.04,68.37,66.58,,08/14/18
67.78,67.2,67.95,65.71,,08/13/18
66.74,67.63,67.87,66.14,,08/10/18
66.79,66.81,67.41,66.49,,08/09/18
69.09,66.94,69.37,66.32,,08/08/18
68.9,69.17,69.83,68.81,,08/07/18
68.65,69.01,69.92,68.5,,08/06/18
68.99,68.49,69.24,67.87,,08/03/18
67.86,68.96,69.36,66.92,,08/02/18
68.43,67.66,68.52,67.31,,08/01/18
70.05,68.76,70.22,67.98,,07/31/18
69.01,70.13,70.43,68.8,,07/30/18
69.58,68.69,69.77,68.26,,07/27/18
69.38,69.61,69.92,68.92,,07/26/18
68.77,69.3,69.7,68.2,,07/25/18
67.8,68.52,69.05,67.56,,07/24/18
68.17,67.89,69.31,67.6,,07/23/18
69.39,70.46,71.1,69.37,,07/20/18
69,69.46,70.17,67.8,,07/19/18
67.61,68.76,69.06,67.06,,07/18/18
68.03,68.08,68.44,67.03,,07/17/18
70.52,68.06,70.87,67.58,,07/16/18
70.38,71.01,71.66,69.84,,07/13/18
70.6,70.33,71.23,69.23,,07/12/18
74.2,70.38,74.26,70.02,,07/11/18
74.04,74.11,74.7,73.65,,07/10/18
73.87,73.85,74.28,72.99,,07/09/18
73.16,73.8,74.01,72.14,,07/06/18
74.23,72.94,74.9,72.53,,07/05/18
74.08,74.14,75.27,72.73,,07/03/18
73.62,73.94,74.35,72.51,,07/02/18
73.33,74.15,74.46,72.93,,06/29/18
72.27,73.45,74.03,72.25,,06/28/18
70.68,72.76,73.06,70.56,,06/27/18
68.21,70.53,70.91,67.72,,06/26/18
68.75,68.08,69.44,67.78,,06/25/18
65.93,68.58,69.38,65.71,,06/22/18
0,65.54,66.22,64.34,,06/21/18
65.11,66.22,66.53,65.01,,06/20/18
65.82,65.07,65.9,64.39,,06/19/18
64.4,65.85,65.98,63.59,,06/18/18
67,65.06,67.09,64.29,,06/15/18
66.62,66.89,67.16,66.36,,06/14/18
66.01,66.64,66.89,65.52,,06/13/18
66.05,66.36,66.69,65.87,,06/12/18
65.56,66.1,66.35,64.85,,06/11/18
65.98,65.74,66.24,65.33,,06/08/18
65.07,65.95,66.07,64.81,,06/07/18
65.51,64.73,65.96,64.27,,06/06/18
64.94,65.52,65.57,64.22,,06/05/18
65.71,64.75,66.04,64.57,,06/04/18
67.07,65.81,67.34,65.51,,06/01/18
68.24,67.04,68.3,66.56,,05/31/18
66.85,68.21,68.67,66.35,,05/30/18
67.55,66.73,67.55,65.8,,05/29/18
70.65,67.88,70.8,67.42,,05/25/18
71.83,70.71,72,70.52,,05/24/18
0,71.84,0,71.19,,05/23/18
72.53,72.13,72.83,71.9,,05/22/18
0,72.24,0,0,,05/21/18
71.6,71.28,71.75,70.99,,05/18/18
71.56,71.49,72.3,71.09,,05/17/18
71.02,71.49,71.59,70.66,,05/16/18
71.15,71.31,71.89,70.42,,05/15/18
70.54,70.96,71.26,70.26,,05/14/18
71.45,70.7,71.63,70.45,,05/11/18
71.23,71.36,71.89,70.56,,05/10/18
70.05,71.14,71.36,69.85,,05/09/18
70.03,69.06,70.4,67.63,,05/08/18
69.85,70.73,70.84,69.51,,05/07/18
68.5,69.72,69.97,68.12,,05/04/18
67.68,68.43,68.6,67.21,,05/03/18
67.49,67.93,68.14,66.92,,05/02/18
68.56,67.25,68.9,66.85,,05/01/18
68.15,68.57,69.34,67.17,,04/30/18
68.21,68.1,68.36,67.65,,04/27/18
68.03,68.19,68.78,67.71,,04/26/18
67.75,68.05,68.18,67.11,,04/25/18
68.95,67.7,69.38,67.54,,04/24/18
68.22,68.64,69.03,67.14,,04/23/18
68.26,68.38,68.62,67.5,,04/20/18
68.75,68.29,69.56,67.98,,04/19/18
66.68,68.47,68.9,66.56,,04/18/18
66.42,66.52,66.75,65.56,,04/17/18
67.24,66.22,67.74,66.13,,04/16/18
67.18,67.39,67.76,66.7,,04/13/18
66.75,67.07,67.33,66,,04/12/18
65.58,66.82,67.33,65.15,,04/11/18
63.3,65.51,65.86,63.2,,04/10/18
62,63.42,63.61,61.93,,04/09/18
63.7,62.06,63.79,61.81,,04/06/18
63.6,63.54,64.12,63.07,,04/05/18
63.59,63.37,63.64,62.06,,04/04/18
62.89,63.51,63.86,62.86,,04/03/18
64.91,63.01,65.42,62.8,,04/02/18
64.69,64.94,65.26,64.17,,03/29/18
64.7,64.38,65.13,63.72,,03/28/18
65.53,65.25,66.41,64.53,,03/27/18
65.9,65.55,66.55,65.08,,03/26/18
64.28,65.88,66,64.11,,03/23/18
65.7,64.3,65.74,64.14,,03/22/18
0,65.17,65.55,63.58,,03/21/18
62.1,63.4,63.81,62.08,,03/20/18
62.23,62.06,62.35,61.36,,03/19/18
61.19,62.34,62.54,61.08,,03/16/18
60.95,61.19,61.54,60.82,,03/15/18
60.87,60.96,61.33,60.11,,03/14/18
61.37,60.71,61.97,60.27,,03/13/18
62.04,61.36,0,60.67,,03/12/18
60.27,62.04,62.18,60.14,,03/09/18
61.33,60.12,61.4,59.95,,03/08/18
62.3,61.15,62.58,60.58,,03/07/18
62.58,62.6,63.28,62.17,,03/06/18
61.55,62.57,62.79,61.1,,03/05/18
61.34,61.25,61.6,60.13,,03/02/18
61.55,60.99,61.83,60.18,,03/01/18
62.79,61.64,63.44,61.36,,02/28/18
64.06,63.01,64.08,62.64,,02/27/18
63.6,63.91,64.24,63.06,,02/26/18
62.6,63.55,63.73,62.33,,02/23/18
61.34,62.77,63.09,60.75,,02/22/18
0,61.68,61.86,60.92,,02/21/18
61.63,61.9,62.74,61.58,,02/20/18
61.45,61.68,61.99,60.88,,02/16/18
60.71,61.34,61.64,59.72,,02/15/18
0,60.73,0,0,,02/14/18
59.35,59.19,59.73,58.39,,02/13/18
59.12,59.29,60.83,59.1,,02/12/18
60.43,59.2,60.77,58.07,,02/09/18
61.7,61.15,62.09,60.27,,02/08/18
63.92,61.79,64.18,61.25,,02/07/18
63.43,63.39,64.29,63.12,,02/06/18
65.1,64.15,65.4,63.42,,02/05/18
65.99,65.45,66.3,64.47,,02/02/18
64.76,65.8,66.25,64.63,,02/01/18
64.03,64.73,64.94,63.67,,01/31/18
65.53,64.5,65.56,63.89,,01/30/18
66.18,65.56,66.46,64.98,,01/29/18
65.25,66.14,66.35,64.91,,01/26/18
65.88,65.51,66.66,65.08,,01/25/18
64.42,65.61,66.05,64.34,,01/24/18
0,64.47,64.88,63.7,,01/23/18
63.61,63.49,64.14,63.17,,01/22/18
63.74,63.37,63.77,62.85,,01/19/18
64.07,63.95,64.35,63.47,,01/18/18
63.89,63.97,64.17,63.31,,01/17/18
64.43,63.73,64.89,63.39,,01/16/18
63.57,64.3,64.5,63.06,,01/12/18
63.5,63.8,64.77,63.43,,01/11/18
63.41,63.57,63.67,63.09,,01/10/18
61.92,62.96,63.48,61.8,,01/09/18
61.61,61.73,61.97,61.34,,01/08/18
61.9,61.44,62.04,61.09,,01/05/18
61.96,62.01,62.21,61.59,,01/04/18
60.39,61.63,61.97,60.28,,01/03/18
60.2,60.37,60.74,60.1,,01/02/18
0,60.1,0,0,,01/01/18
59.91,60.42,60.51,59.82,,12/29/17
59.53,59.84,59.94,59.44,,12/28/17
59.79,59.64,59.93,59.33,,12/27/17
58.4,59.97,60.01,58.32,,12/26/17
58.21,58.47,58.5,57.87,,12/22/17
58.02,58.36,58.38,57.63,,12/21/17
0,58.09,58.12,57.44,,12/20/17
57.3,57.46,57.64,57.16,,12/19/17
57.37,57.16,57.78,56.82,,12/18/17
57.15,57.3,57.49,56.94,,12/15/17
56.7,57.04,57.22,56.09,,12/14/17
57.45,56.6,57.83,56.55,,12/13/17
58.02,57.14,58.56,56.85,,12/12/17
57.25,57.99,58.08,56.91,,12/11/17
56.65,57.36,57.79,56.54,,12/08/17
56,56.69,56.78,55.82,,12/07/17
57.45,55.96,57.57,55.87,,12/06/17
57.48,57.62,57.92,57.08,,12/05/17
58.32,57.47,58.34,57.35,,12/04/17
57.42,58.36,58.88,57.29,,12/01/17
57.41,57.4,57.98,57.05,,11/30/17
57.73,57.3,58.3,56.75,,11/29/17
57.86,57.99,58.11,57.42,,11/28/17
58.95,58.11,58.99,57.55,,11/27/17
58.05,58.95,59.05,57.75,,11/24/17
57.12,58.02,58.15,57.03,,11/22/17
0,56.83,57.22,0,,11/21/17
56.69,56.09,56.76,55.57,,11/20/17
55.25,56.55,56.68,55.18,,11/17/17
55.3,55.14,55.62,54.93,,11/16/17
55.06,55.33,55.56,54.88,,11/15/17
56.72,55.7,56.77,54.81,,11/14/17
56.9,56.76,57.15,56.3,,11/13/17
57.02,56.74,57.35,56.55,,11/10/17
56.85,57.17,57.53,56.69,,11/09/17
56.96,56.81,57.92,56.41,,11/08/17
57.27,57.2,57.69,56.83,,11/07/17
55.97,57.35,57.61,55.66,,11/06/17
54.73,55.64,55.76,54.4,,11/03/17
54.28,54.54,54.84,53.99,,11/02/17
54.65,54.3,55.22,53.89,,11/01/17
54.08,54.38,54.85,53.93,,10/31/17
54.16,54.15,54.46,53.75,,10/30/17
52.8,53.9,54.2,52.25,,10/27/17
52.19,52.64,52.86,51.91,,10/26/17
52.56,52.18,52.57,51.89,,10/25/17
51.89,52.47,52.62,51.55,,10/24/17
52.07,51.9,52.3,51.68,,10/23/17
51.42,51.84,51.73,50.7,,10/20/17
52.05,51.29,52.17,51.07,,10/19/17
51.94,52.04,52.33,51.69,,10/18/17
51.93,51.88,52.25,51.21,,10/17/17
51.43,51.87,52.37,51.35,,10/16/17
50.73,51.45,51.72,50.7,,10/13/17
51,50.6,51.13,50.15,,10/12/17
50.94,51.3,51.42,50.61,,10/11/17
49.55,50.92,51.06,49.54,,10/10/17
49.25,49.58,49.79,49.13,,10/09/17
50.75,49.29,50.82,49.1,,10/06/17
49.88,50.79,51.22,49.85,,10/05/17
50.16,49.98,50.67,49.76,,10/04/17
50.59,50.42,50.73,50.14,,10/03/17
51.64,50.58,51.71,50.07,,10/02/17
51.58,51.67,51.77,51.25,,09/29/17
52.05,51.56,52.86,51.22,,09/28/17
52.09,52.14,52.34,51.63,,09/27/17
52.12,51.88,52.43,51.43,,09/26/17
50.68,52.22,52.28,50.39,,09/25/17
50.73,50.66,50.78,50.29,,09/22/17
0,50.55,50.81,50.07,,09/21/17
49.84,50.41,50.65,49.75,,09/20/17
49.91,49.48,50.42,49.33,,09/19/17
49.85,49.91,50.33,49.19,,09/18/17
49.72,49.89,50.13,49.41,,09/15/17
49.31,49.89,50.5,49.15,,09/14/17
48.34,49.3,49.4,48.12,,09/13/17
48.12,48.23,48.44,47.73,,09/12/17
47.58,48.07,48.27,47,,09/11/17
49.07,47.48,49.26,47.27,,09/08/17
49.14,49.09,49.33,48.63,,09/07/17
48.59,49.16,49.42,48.52,,09/06/17
47.28,48.66,48.98,47.15,,09/05/17
47.08,47.29,47.35,46.56,,09/01/17
45.95,47.23,47.47,45.58,,08/31/17
46.31,45.96,46.72,45.84,,08/30/17
46.86,46.44,46.96,45.76,,08/29/17
47.89,46.57,48.2,46.15,,08/28/17
47.62,47.87,47.91,47.39,,08/25/17
48.36,47.43,48.43,47.06,,08/24/17
0,48.41,48.5,47.53,,08/23/17
47.45,47.64,48.03,47.2,,08/22/17
48.72,47.37,48.75,47.03,,08/21/17
46.93,48.51,48.74,46.78,,08/18/17
46.8,47.09,47.19,46.46,,08/17/17
47.72,46.78,47.99,46.67,,08/16/17
47.49,47.55,47.9,47.02,,08/15/17
48.79,47.59,49.16,47.43,,08/14/17
48.52,48.82,48.98,47.98,,08/11/17
49.68,48.59,50.22,48.35,,08/10/17
49,49.56,49.72,48.9,,08/09/17
49.31,49.17,49.79,48.86,,08/08/17
49.59,49.39,49.73,48.54,,08/07/17
48.95,49.58,49.64,48.5,,08/04/17
49.59,49.03,49.96,48.78,,08/03/17
48.8,49.59,49.65,48.55,,08/02/17
50.21,49.16,50.43,48.37,,08/01/17
49.85,50.17,50.41,49.18,,07/31/17
49.17,49.71,49.81,48.86,,07/28/17
48.7,49.04,49.24,48.25,,07/27/17
48.51,48.75,48.87,47.86,,07/26/17
46.46,47.89,48.66,46.38,,07/25/17
45.62,46.34,46.53,45.4,,07/24/17
0,45.77,47.21,45.54,,07/21/17
47.09,46.79,47.55,46.66,,07/20/17
46.25,47.12,47.26,46.14,,07/19/17
45.99,46.4,46.92,45.81,,07/18/17
46.68,46.02,46.88,45.89,,07/17/17
46.08,46.54,46.74,45.8,,07/14/17
45.44,46.08,46.28,44.99,,07/13/17
45.74,45.49,46.48,45.11,,07/12/17
44.58,45.04,45.81,43.83,,07/11/17
44.35,44.4,44.84,43.65,,07/10/17
45.35,44.23,45.42,43.78,,07/07/17
45.65,45.52,46.53,45.18,,07/06/17
47.04,45.13,47.32,44.52,,07/05/17
46.28,47.07,47.1,45.92,,07/03/17
44.89,46.04,46.35,44.88,,06/30/17
44.89,44.93,45.45,44.65,,06/29/17
43.7,44.74,44.9,43.67,,06/28/17
43.49,44.24,44.44,43.32,,06/27/17
43.16,43.38,43.65,42.63,,06/26/17
42.8,43.01,43.2,42.53,,06/23/17
42.55,42.74,43.31,42.26,,06/22/17
0,42.53,44.2,42.06,,06/21/17
44.11,43.23,44.4,42.75,,06/20/17
44.68,44.2,45.06,44.05,,06/19/17
44.25,44.74,44.94,44.24,,06/16/17
44.69,44.46,44.81,44.22,,06/15/17
45.94,44.73,46.49,44.55,,06/14/17
46.01,46.46,46.57,45.56,,06/13/17
45.8,46.08,46.71,45.66,,06/12/17
45.71,45.83,46.18,45.27,,06/09/17
45.85,45.64,46.18,45.2,,06/08/17
47.98,45.72,48.23,45.65,,06/07/17
47.4,48.19,48.4,46.94,,06/06/17
47.71,47.4,48.42,46.86,,06/05/17
48.04,47.66,48.19,46.74,,06/02/17
48.63,48.36,49.17,47.9,,06/01/17
49.65,48.32,49.71,47.73,,05/31/17
49.93,49.66,50.28,49.03,,05/30/17
48.75,49.8,49.94,48.18,,05/26/17
51.25,48.9,52,48.45,,05/25/17
51.44,51.36,51.88,51.06,,05/24/17
0,51.47,51.79,50.57,,05/23/17
50.6,50.73,51.06,50.44,,05/22/17
49.28,50.33,50.53,49.28,,05/19/17
48.93,49.35,49.6,48.05,,05/18/17
48.23,49.07,49.5,48.03,,05/17/17
48.82,48.66,49.34,48.17,,05/16/17
47.85,48.85,49.66,47.75,,05/15/17
47.81,47.84,48.07,47.35,,05/12/17
47.39,47.83,48.22,47.34,,05/11/17
46.18,47.33,47.78,46.01,,05/10/17
46.49,45.88,46.78,45.53,,05/09/17
46.35,46.43,46.98,45.73,,05/08/17
45.51,46.22,46.68,43.76,,05/05/17
47.6,45.52,47.75,45.29,,05/04/17
48.12,47.82,48.23,47.3,,05/03/17
48.78,47.66,49.28,47.35,,05/02/17
49.17,48.84,49.32,48.59,,05/01/17
49.27,49.33,49.76,48.8,,04/28/17
49.22,48.97,49.43,48.2,,04/27/17
49.36,49.62,50.2,48.95,,04/26/17
49.22,49.56,49.83,48.87,,04/25/17
49.68,49.23,50.22,49.03,,04/24/17
0,49.62,50.93,49.2,,04/21/17
50.63,50.27,50.97,50.18,,04/20/17
52.36,50.44,52.65,50.09,,04/19/17
52.75,52.41,52.85,52.1,,04/18/17
52.97,52.65,53.21,52.55,,04/17/17
52.85,53.18,53.39,52.82,,04/13/17
53.4,53.11,53.76,52.71,,04/12/17
53.13,53.4,53.45,52.7,,04/11/17
52.31,53.08,53.18,52.29,,04/10/17
51.7,52.24,52.94,51.49,,04/07/17
50.8,51.7,51.82,50.77,,04/06/17
51.18,51.15,51.88,50.74,,04/05/17
50.24,51.03,51.3,49.88,,04/04/17
50.69,50.24,50.83,50.12,,04/03/17
50.32,50.6,50.85,49.9,,03/31/17
49.6,50.35,50.47,49.27,,03/30/17
48.47,49.51,49.63,48.38,,03/29/17
47.89,48.37,48.74,47.8,,03/28/17
48.12,47.73,48.28,47.08,,03/27/17
47.67,47.97,48.2,47.54,,03/24/17
48.15,47.7,48.48,47.58,,03/23/17
48.16,48.04,48.32,47.01,,03/22/17
47.93,47.5,48.73,47.23,,03/21/17
48.7,48.22,48.74,47.84,,03/20/17
48.79,48.78,49.2,48.6,,03/17/17
49.01,48.75,49.62,48.45,,03/16/17
48.76,48.86,49.04,48.16,,03/15/17
48.45,47.72,48.79,47.09,,03/14/17
48.45,48.4,48.68,47.9,,03/13/17
49.61,48.49,50.11,48.31,,03/10/17
50.22,49.28,50.84,48.59,,03/09/17
52.79,50.28,52.92,50.05,,03/08/17
53.17,53.14,53.8,52.71,,03/07/17
53.19,53.2,53.56,52.76,,03/06/17
52.58,53.33,53.39,52.55,,03/03/17
53.69,52.61,53.8,52.54,,03/02/17
53.95,53.83,54.44,53.63,,03/01/17
54.04,54.01,54.23,53.18,,02/28/17
54.02,54.05,54.61,53.94,,02/27/17
54.33,53.99,54.51,53.76,,02/24/17
53.91,54.45,54.94,53.87,,02/23/17
0,53.59,0,53.35,,02/22/17
53.48,54.06,54.68,53.35,,02/21/17
53.47,53.4,53.52,52.88,,02/17/17
53.01,53.36,53.59,52.68,,02/16/17
53,53.11,53.51,52.73,,02/15/17
52.91,53.2,53.72,52.86,,02/14/17
53.8,52.93,53.95,52.77,,02/13/17
53.15,53.86,54.13,52.9,,02/10/17
52.37,53,53.21,52.37,,02/09/17
51.64,52.34,52.67,51.22,,02/08/17
53.14,52.17,53.24,51.63,,02/07/17
53.81,53.04,54.13,52.91,,02/06/17
53.68,53.83,54.22,53.4,,02/03/17
53.57,53.55,54.34,53.35,,02/02/17
52.76,53.82,53.91,52.64,,02/01/17
52.6,52.74,53.56,52.24,,01/31/17
53.15,52.63,53.46,52.41,,01/30/17
53.74,53.17,54.08,52.58,,01/27/17
52.96,53.76,54.06,52.79,,01/26/17
52.95,52.75,53.47,52.56,,01/25/17
52.86,53.16,53.56,52.67,,01/24/17
53.33,52.75,53.47,52.21,,01/23/17
51.45,52.33,52.9,51.39,,01/20/17
51.39,51.37,51.87,51.02,,01/19/17
52.52,51.08,52.79,50.91,,01/18/17
52.55,52.49,53.52,52.12,,01/17/17
53.05,52.37,53.17,52.27,,01/13/17
52.37,53.04,53.5,52.12,,01/12/17
50.81,52.16,52.78,50.75,,01/11/17
51.83,50.84,52.37,50.71,,01/10/17
53.75,51.94,53.83,51.76,,01/09/17
53.73,53.99,54.32,53.32,,01/06/17
53.39,53.75,54.12,52.79,,01/05/17
52.49,53.26,53.43,52.15,,01/04/17
54.2,52.32,55.24,52.11,,01/03/17
0,53.81,0,0,,01/02/17
53.87,53.67,54.09,53.41,,12/30/16
53.66,53.76,54.21,53.46,,12/29/16
53.93,54.04,54.37,53.56,,12/28/16
53.29,53.84,54.1,53.03,,12/27/16
52.68,53.02,53.28,52.26,,12/23/16
52.52,52.95,53.19,52.08,,12/22/16
0,52.56,53.79,52.32,,12/21/16
52.11,52.22,52.7,51.85,,12/20/16
52.15,52.12,52.52,51.51,,12/19/16
51.1,51.95,52.08,50.5,,12/16/16
50.79,50.9,51.48,49.95,,12/15/16
52.45,51.04,52.78,50.67,,12/14/16
52.51,52.91,53.41,52.35,,12/13/16
52.58,52.77,54.51,52.18,,12/12/16
50.92,51.44,51.66,50.86,,12/09/16
49.88,50.87,50.98,49.61,,12/08/16
50.93,49.83,51.2,49.72,,12/07/16
50.97,50.91,51.6,50.28,,12/06/16
51.46,51.54,52.42,50.93,,12/05/16
51.01,51.61,51.73,50.18,,12/02/16
49.07,51.1,51.8,48.98,,12/01/16
45.24,49.36,49.9,45.22,,11/30/16
46.88,45.28,46.98,44.82,,11/29/16
45.43,47.08,47.65,45.14,,11/28/16
47.97,46.06,48.26,45.88,,11/25/16
47.94,47.96,48.43,47.4,,11/23/16
0,48.07,49.2,47.17,,11/22/16
45.83,47.48,47.8,45.77,,11/21/16
44.93,45.57,45.77,44.55,,11/18/16
45.37,45.27,46.58,44.88,,11/17/16
45.77,45.57,46.41,45.03,,11/16/16
43.76,45.82,46.09,43.55,,11/15/16
43.2,43.32,43.81,42.2,,11/14/16
44.35,43.25,44.63,43.03,,11/11/16
45.31,44.59,45.64,44.25,,11/10/16
44.82,45.21,45.95,43.07,,11/09/16
44.97,44.96,45.39,44.41,,11/08/16
44.45,44.89,45.01,44.11,,11/07/16
44.63,44.09,44.87,43.57,,11/04/16
45.48,44.68,45.9,44.37,,11/03/16
46.32,45.34,46.47,44.96,,11/02/16
46.77,46.75,47.35,46.2,,11/01/16
48.25,46.82,48.74,46.63,,10/31/16
49.61,48.76,49.81,48.42,,10/28/16
49.22,49.66,50.06,49,,10/27/16
49.31,49.12,50.1,48.87,,10/26/16
50.49,49.81,50.93,49.27,,10/25/16
50.85,50.52,50.98,49.62,,10/24/16
0,50.84,51.02,50.21,,10/21/16
51.4,50.43,51.58,50.25,,10/20/16
50.77,51.52,51.93,50.69,,10/19/16
50.04,50.32,50.78,49.76,,10/18/16
50.23,49.95,50.58,49.47,,10/17/16
50.58,50.33,51.14,49.9,,10/14/16
50,50.4,50.59,49.36,,10/13/16
50.84,50.2,51.17,49.89,,10/12/16
51.1,50.73,51.54,50.39,,10/11/16
49.57,51.24,51.6,49.15,,10/10/16
50.59,49.76,50.74,49.4,,10/07/16
49.65,50.46,50.63,49.33,,10/06/16
49.26,49.73,49.97,49.1,,10/05/16
48.65,48.63,49.26,48.26,,10/04/16
48.04,48.71,49.02,47.78,,10/03/16
47.76,48.24,48.3,47.04,,09/30/16
47.2,47.83,48.32,46.6,,09/29/16
44.96,47.29,47.45,44.35,,09/28/16
45.62,44.67,45.96,44.19,,09/27/16
44.62,45.78,46.2,44.43,,09/26/16
46.07,44.54,46.55,44.22,,09/23/16
45.62,46.32,46.52,45.52,,09/22/16
0,45.3,45.65,0,,09/21/16
43.13,43.85,44.05,42.55,,09/20/16
43.18,43.42,44.15,43.12,,09/19/16
43.71,43.03,43.75,42.74,,09/16/16
43.7,43.87,44.34,43.26,,09/15/16
45,43.6,45.33,43.42,,09/14/16
46.06,44.88,46.13,44.77,,09/13/16
45.57,46.25,46.51,44.72,,09/12/16
47.36,45.88,47.36,45.56,,09/09/16
46.12,47.63,47.75,45.77,,09/08/16
44.85,45.5,46.17,44.55,,09/07/16
44.15,44.87,46.53,43.84,,09/06/16
43.55,44.33,44.67,43.16,,09/02/16
44.85,43.24,45.08,43,,09/01/16
46.24,44.7,46.41,44.51,,08/31/16
46.98,46.34,47.49,46.21,,08/30/16
47.22,46.98,47.28,46.62,,08/29/16
47.37,47.64,48.46,46.94,,08/26/16
46.8,47.33,47.46,46.42,,08/25/16
47.59,46.75,47.74,46.45,,08/24/16
0,48.14,48.32,46.59,,08/23/16
48.4,46.81,48.4,46.75,,08/22/16
48.33,48.52,48.75,47.93,,08/19/16
46.9,48.22,48.38,46.63,,08/18/16
46.37,46.79,46.95,45.84,,08/17/16
45.59,46.65,46.73,45.34,,08/16/16
44.74,45.73,45.93,44.38,,08/15/16
43.46,44.49,44.78,43.31,,08/12/16
41.48,43.42,43.86,41.1,,08/11/16
42.74,41.71,43.39,41.42,,08/10/16
42.83,42.71,43.52,42.47,,08/09/16
41.99,43.04,43.39,41.81,,08/08/16
41.84,41.8,42.1,41.06,,08/05/16
41.16,41.86,42.08,40.43,,08/04/16
39.7,40.83,41.2,39.19,,08/03/16
40.08,39.52,40.91,39.26,,08/02/16
41.35,40.06,41.88,39.82,,08/01/16
41.12,41.53,41.67,40.57,,07/29/16
41.93,41.14,42.22,41.04,,07/28/16
42.66,41.92,43.2,41.68,,07/27/16
43.07,42.92,43.39,42.36,,07/26/16
44.2,43.18,44.37,42.97,,07/25/16
44.6,44.27,44.97,43.74,,07/22/16
0,44.73,46.09,44.52,,07/21/16
44.59,44.85,45.25,43.69,,07/20/16
45.23,44.73,45.67,44.53,,07/19/16
46.12,45.33,46.14,44.86,,07/18/16
45.52,45.92,46.33,45.05,,07/15/16
45.14,45.52,45.8,44.95,,07/14/16
46.58,44.92,46.69,44.56,,07/13/16
44.58,46.7,46.93,44.51,,07/12/16
45.07,44.77,45.77,44.42,,07/11/16
45.19,45.32,45.97,44.77,,07/08/16
47.88,45.19,48.25,44.87,,07/07/16
46.83,47.36,47.95,45.92,,07/06/16
49.11,46.65,49.35,46.33,,07/05/16
48.38,48.99,49.3,47.9,,07/01/16
49.55,48.33,49.62,48.17,,06/30/16
48.06,49.73,50,47.98,,06/29/16
46.59,47.86,48.18,46.54,,06/28/16
47.81,46.33,47.96,45.83,,06/27/16
50.3,47.62,50.45,46.7,,06/24/16
49.08,50.11,50.23,49.08,,06/23/16
0,49.1,50.54,48.4,,06/22/16
49.14,48.85,49.32,48.16,,06/21/16
48.29,49.32,49.42,48.14,,06/20/16
45.99,48,48.29,45.83,,06/17/16
47.45,46.24,47.75,45.91,,06/16/16
47.9,48.01,48.72,47.28,,06/15/16
48.52,48.47,48.69,47.84,,06/14/16
48.85,48.83,49.28,48.16,,06/13/16
50.47,49.07,50.73,48.8,,06/10/16
51.45,50.53,51.67,50.23,,06/09/16
50.41,51.18,51.62,50.32,,06/08/16
49.71,50.37,50.53,49.44,,06/07/16
48.88,49.68,49.9,48.71,,06/06/16
49.04,48.7,49.41,48.33,,06/03/16
48.9,49.07,49.47,47.97,,06/02/16
48.82,49.09,49.25,47.75,,06/01/16
49.54,49.07,50.1,48.81,,05/31/16
49.31,49.33,49.6,48.69,,05/27/16
49.7,49.47,50.21,49.22,,05/26/16
49.09,49.51,49.75,48.65,,05/25/16
48.08,48.62,49.27,47.64,,05/24/16
48.46,48.11,48.5,47.4,,05/23/16
48.2,47.67,48.79,47.44,,05/20/16
47.87,48.16,48.28,46.73,,05/19/16
48.53,48.15,48.95,47.75,,05/18/16
47.9,48.31,48.76,47.53,,05/17/16
46.28,47.71,47.98,46.15,,05/16/16
46.41,46.2,46.49,45.75,,05/13/16
46,46.52,47.02,45.61,,05/12/16
44.6,46.17,46.36,43.96,,05/11/16
43.25,44.66,44.79,43.03,,05/10/16
45,43.44,45.94,43.24,,05/09/16
44.52,44.61,45.34,43.54,,05/06/16
44.04,44.32,46.07,43.96,,05/05/16
43.85,43.78,44.88,43.22,,05/04/16
44.92,43.65,45.35,43.32,,05/03/16
45.9,44.77,46.15,44.54,,05/02/16
45.9,45.91,46.78,45.24,,04/29/16
45.3,46.01,46.14,44.94,,04/28/16
44.64,45.24,45.62,43.77,,04/27/16
42.96,43.91,44.83,42.5,,04/26/16
43.75,42.64,44.04,42.58,,04/25/16
43.42,43.73,44.45,43.11,,04/22/16
0,43.23,44.49,43.05,,04/21/16
40.8,42.74,42.91,39.85,,04/20/16
40.04,41.08,41.53,39.58,,04/19/16
38.75,39.78,40.24,37.61,,04/18/16
41.43,40.36,41.73,39.98,,04/15/16
